Node,Layer,Degree_Centrality,Longitude,Latitude
poi_358783956,poi,4.513653802753329e-05,-117.2414241,33.3489206
poi_358783977,poi,0.00013540961408259986,-117.0972517,32.6414429
poi_358784134,poi,0.0007221846084405326,-117.1641469,32.7485269
poi_358784140,poi,0.0,-116.9819721,32.8119946
poi_358784227,poi,0.0,-117.0186264,32.7992338
poi_358784575,poi,0.00018054615211013315,-117.2733703,32.990044
poi_358784607,poi,9.027307605506658e-05,-117.1345463,32.7587862
poi_358784870,poi,0.0004513653802753329,-117.0294726,32.7417184
poi_358784982,poi,4.513653802753329e-05,-117.0736401,32.6725533
poi_358785474,poi,4.513653802753329e-05,-117.274325,33.0313903
poi_358785868,poi,0.0,-117.0605833,32.6306101
poi_358786018,poi,0.0,-117.1692005,32.7800496
poi_358786331,poi,0.0,-116.6641872,33.0986546
poi_358786511,poi,0.0,-117.3633718,33.2103137
poi_358786521,poi,0.00013540961408259986,-117.1336435,32.7475507
poi_358786525,poi,0.0,-117.3399835,33.1518603
poi_358786678,poi,0.0,-116.9697494,32.8014395
poi_358786682,poi,0.0,-117.075863,32.7200519
poi_358786827,poi,0.00013540961408259986,-117.0433988,32.7125429
poi_358786838,poi,0.0,-117.0483604,32.6203327
poi_358786854,poi,0.0,-117.001971,32.7108861
poi_358787106,poi,9.027307605506658e-05,-117.2608704,32.8428253
poi_358787116,poi,0.00018054615211013315,-117.2772597,32.8431029
poi_358787129,poi,0.0,-117.2797599,32.8275477
poi_358787288,poi,0.0,-116.8898318,32.8605735
poi_358787295,poi,0.00013540961408259986,-117.0565806,32.8198788
poi_358787306,poi,0.0,-116.9369716,32.8667158
poi_358787316,poi,0.0,-116.9383605,32.8545903
poi_358787662,poi,9.027307605506658e-05,-117.3055924,33.2517014
poi_358787702,poi,4.513653802753329e-05,-117.3511494,33.189481
poi_358787854,poi,0.0,-117.1736523,32.7930199
poi_358788062,poi,0.0,-117.1889896,32.7834772
poi_358788322,poi,9.027307605506658e-05,-117.0281833,32.7661796
poi_358788450,poi,0.0,-117.3269536,33.1589792
poi_358788748,poi,0.0,-117.0383623,32.7761618
poi_358789202,poi,0.0,-117.3022592,33.1900369
poi_358789210,poi,0.0,-117.2535312,32.7803591
poi_358789212,poi,0.00013540961408259986,-117.2511481,32.7742158
poi_358789248,poi,4.513653802753329e-05,-117.3625385,33.2078138
poi_358789381,poi,4.513653802753329e-05,-117.0697496,32.5783892
poi_358789464,poi,4.513653802753329e-05,-117.1872569,32.8125487
poi_358789515,poi,0.0,-117.0210403,32.7323282
poi_358789574,poi,0.0,-117.0494738,32.7703285
poi_358789608,poi,0.0,-117.0197018,32.7879104
poi_358789626,poi,0.0,-116.9480821,32.8044952
poi_358789669,poi,0.0005416384563303995,-117.2810837,32.8316573
poi_358789726,poi,9.027307605506658e-05,-117.2814266,32.8400474
poi_358789840,poi,4.513653802753329e-05,-117.37865,33.2172578
poi_358789915,poi,4.513653802753329e-05,-117.0503088,33.1308731
poi_358789980,poi,0.0010381403746332657,-117.2470052,32.7450164
poi_358790036,poi,0.0,-117.2603025,33.2036134
poi_358790093,poi,4.513653802753329e-05,-117.0355862,33.1453171
poi_358790141,poi,0.00013540961408259986,-117.1439213,32.7117183
poi_358790151,poi,4.513653802753329e-05,-117.0036393,32.8033834
poi_358790172,poi,0.0,-117.07753,32.7344959
poi_358790177,poi,0.0,-116.9089152,32.859494
poi_358790211,poi,0.0,-117.2423066,32.8021826
poi_358790213,poi,0.0009930038366057323,-117.2572593,32.7975486
poi_358790214,poi,0.0,-117.2506053,32.8092887
poi_358790235,poi,4.513653802753329e-05,-117.2958708,33.0439309
poi_358790304,poi,4.513653802753329e-05,-117.3508716,33.1878145
poi_358790373,poi,9.027307605506658e-05,-117.0680843,32.6797753
poi_358790409,poi,0.0,-117.176426,32.7540728
poi_358790502,poi,9.027307605506658e-05,-116.2977871,33.2955927
poi_358790510,poi,0.0,-117.3053147,33.3250322
poi_358790523,poi,0.0,-116.953916,32.8275501
poi_358790614,poi,4.513653802753329e-05,-117.3422604,33.158371
poi_358790767,poi,0.0,-117.3064265,33.0669855
poi_358790782,poi,9.027307605506658e-05,-117.0155836,32.7678289
poi_358790811,poi,0.0,-117.2219789,33.3683644
poi_358790859,poi,0.0,-116.995861,32.8333827
poi_358790972,poi,0.0,-117.0161382,32.7044972
poi_358791006,poi,9.027307605506658e-05,-116.9628046,32.7975508
poi_358791118,poi,0.0003610923042202663,-117.1405887,33.1550387
poi_358791324,poi,9.027307605506658e-05,-117.1041979,32.752273
poi_358791376,poi,0.0,-117.1615184,32.8117796
poi_358791464,poi,0.000631911532385466,-117.2477928,32.7472135
poi_358791510,poi,9.027307605506658e-05,-116.962249,32.7906066
poi_358791526,poi,0.0,-117.0105834,32.7672733
poi_358791615,poi,0.0,-117.0944729,32.5803335
poi_358791675,poi,4.513653802753329e-05,-117.2534483,33.1963761
poi_358791682,poi,0.0,-116.905643,32.8000211
poi_358791734,poi,9.027307605506658e-05,-117.023917,32.7450516
poi_358791745,poi,0.0,-117.298093,33.0547638
poi_358791752,poi,0.0,-117.0657783,32.627011
poi_358791755,poi,4.513653802753329e-05,-117.1477741,32.7513643
poi_358791770,poi,9.027307605506658e-05,-117.1636444,32.7214401
poi_358791834,poi,9.027307605506658e-05,-117.0311398,32.7694953
poi_358791840,poi,0.0,-117.101419,32.6731086
poi_358791865,poi,9.027307605506658e-05,-117.0583655,32.9958779
poi_358791881,poi,0.00018054615211013315,-117.1297544,32.7439397
poi_358791920,poi,0.0,-117.0550273,32.6164439
poi_358791932,poi,9.027307605506658e-05,-117.0850299,32.7036634
poi_358791935,poi,0.00018054615211013315,-117.0772508,32.6350543
poi_358791945,poi,0.0,-117.0650302,32.7944944
poi_358791970,poi,0.00013540961408259986,-117.173414,32.7507219
poi_358792013,poi,4.513653802753329e-05,-117.0211398,32.7983835
poi_358792017,poi,0.0,-117.2025352,32.8453256
poi_358792021,poi,0.0,-117.0805849,32.6867195
poi_358792024,poi,0.0,-117.1061418,32.699219
poi_358792103,poi,0.0,-117.317815,33.2319797
poi_358792114,poi,0.0,-117.1756398,33.1468566
poi_358792132,poi,0.0,-117.0466954,32.7347739
poi_358792180,poi,0.000315955766192733,-117.045026,32.5575567
poi_358792251,poi,4.513653802753329e-05,-117.2475355,33.2092031
poi_358792258,poi,0.0,-117.3781644,33.2326499
poi_358792318,poi,0.0,-116.714744,33.081433
poi_358792393,poi,0.000631911532385466,-117.2925015,33.0344027
poi_358792401,poi,0.000631911532385466,-117.2786563,32.8469962
poi_358792631,poi,0.0,-117.2437751,32.7319574
poi_358792652,poi,0.0,-117.1450315,32.6444979
poi_358792774,poi,4.513653802753329e-05,-117.2753148,32.9944882
poi_358792800,poi,0.0,-117.0978063,32.577278
poi_358792807,poi,4.513653802753329e-05,-117.1070183,32.6929403
poi_358792904,poi,0.0,-116.988638,32.7506074
poi_358792906,poi,4.513653802753329e-05,-117.0024712,32.749146
poi_358792938,poi,0.0,-117.2094799,32.8497698
poi_358792952,poi,0.00013540961408259986,-117.1842003,32.6842188
poi_358793007,poi,0.00013540961408259986,-117.1266982,32.7092185
poi_358793151,poi,0.0,-117.1983676,32.6875519
poi_358793551,poi,0.0,-117.2617038,32.8050483
poi_358793668,poi,0.0003610923042202663,-117.1550328,32.7139404
poi_358793846,poi,0.0,-116.6458527,33.2894816
poi_358793874,poi,0.0,-117.1532942,32.7615277
poi_358793992,poi,0.0,-116.3543994,32.9759446
poi_358793996,poi,9.027307605506658e-05,-117.0208346,33.2365276
poi_358794239,poi,0.0,-117.2483688,33.2169805
poi_358794244,poi,0.0,-117.2378393,33.2008045
poi_358794340,poi,0.0,-116.6427971,33.2742044
poi_358794362,poi,0.0,-117.257716,33.2035685
poi_358794568,poi,0.0,-117.0372503,32.7139413
poi_358794669,poi,4.513653802753329e-05,-117.197331,32.8037652
poi_358794678,poi,0.0,-117.1869855,32.8202468
poi_358794912,poi,4.513653802753329e-05,-117.0897525,32.7175519
poi_358795744,poi,0.0,-117.1089195,32.6867193
poi_358795831,poi,0.000631911532385466,-117.2452086,32.8001806
poi_358800880,poi,0.0,-116.9705842,33.1753165
poi_358801019,poi,0.0,-116.7933555,33.388367
poi_358801151,poi,0.0,-116.5625185,32.9358817
poi_358801567,poi,0.0,-116.4380721,32.8544955
poi_358801726,poi,0.0,-116.7789118,33.1878182
poi_358801871,poi,0.0,-116.9103032,33.3375343
poi_358801881,poi,4.513653802753329e-05,-117.0008615,33.3150342
poi_358801888,poi,4.513653802753329e-05,-117.0005836,33.3153119
poi_358801906,poi,0.0,-116.6122399,32.625337
poi_358802404,poi,0.0004965019183028661,-117.2511466,33.3805861
poi_358803073,poi,0.0,-116.794744,33.3903114
poi_358807998,poi,0.0,-117.0997526,32.695608
poi_358808111,poi,0.0,-116.9865596,33.254082
poi_358808854,poi,0.0,-117.0766646,32.7493389
poi_358809712,poi,0.0,-116.521128,32.6981112
poi_358809858,poi,0.00022568269013766644,-116.9271456,32.8944682
poi_358810018,poi,0.0,-117.3389268,33.2022585
poi_358810093,poi,0.0,-117.12237,32.6942484
poi_358810097,poi,9.027307605506658e-05,-117.0258051,32.8426522
poi_358810099,poi,9.027307605506658e-05,-117.0705851,32.7214408
poi_358810105,poi,0.0,-116.9286386,32.9058813
poi_358810108,poi,4.513653802753329e-05,-117.0844746,32.7303294
poi_358810138,poi,4.513653802753329e-05,-117.1939237,33.0700416
poi_358810139,poi,4.513653802753329e-05,-117.1939237,33.0700416
poi_358810223,poi,0.0,-117.26999,33.2335853
poi_358810225,poi,0.0,-117.2722582,33.256979
poi_358810323,poi,0.0,-117.2600361,33.1525384
poi_358810388,poi,0.0,-117.1535227,33.1110676
poi_358810471,poi,0.0,-116.6156526,33.1592991
poi_358810631,poi,0.0,-117.1876943,33.2143069
poi_358810632,poi,0.0,-117.202257,33.1111512
poi_358810807,poi,0.0,-117.2496933,32.8391742
poi_358810815,poi,4.513653802753329e-05,-117.0844746,32.7303294
poi_358810816,poi,9.027307605506658e-05,-117.0705851,32.7214408
poi_358810819,poi,9.027307605506658e-05,-117.071418,32.7203297
poi_358810820,poi,0.0,-117.1695945,32.8044286
poi_358814470,poi,0.0,-117.1897557,33.383642
poi_358815948,poi,0.0,-116.6127953,32.6103376
poi_358821898,poi,0.0011735499887158655,-117.2403712,32.6752856
poi_358821902,poi,0.0,-117.2528145,32.874769
poi_358821904,poi,0.0,-117.2555924,32.8667137
poi_358822256,poi,4.513653802753329e-05,-117.2756743,32.9959145
poi_358823404,poi,0.0,-117.0375289,33.348922
poi_358844452,poi,0.0,-117.2253124,33.2967002
poi_358844462,poi,0.0,-117.2869808,33.2575346
poi_358844479,poi,0.0005416384563303995,-117.2512163,33.3780851
poi_358844487,poi,0.0,-117.2367016,33.3505872
poi_358844490,poi,0.00013540961408259986,-117.3067035,33.2517014
poi_358844491,poi,0.0,-117.22059,33.3700311
poi_358844504,poi,0.0,-117.231921,33.3576698
poi_358844512,poi,0.00013540961408259986,-116.9782465,33.3037718
poi_358844517,poi,0.0,-117.2297571,33.2667012
poi_358844540,poi,0.0,-117.2269791,33.3753087
poi_358844543,poi,0.0,-117.2294792,33.3872527
poi_358844548,poi,0.0,-117.1725333,33.2964227
poi_358844550,poi,0.0,-117.2444797,33.3797528
poi_358844552,poi,0.0004513653802753329,-117.2500354,33.3816972
poi_358844558,poi,0.0,-116.3830678,33.2647603
poi_358844560,poi,0.00018054615211013315,-116.3786797,33.2546168
poi_358844564,poi,0.0,-117.3269905,33.1311524
poi_358844565,poi,0.0,-117.3277312,33.1629699
poi_358844575,poi,0.0003610923042202663,-116.9008981,33.3402098
poi_358844576,poi,9.027307605506658e-05,-116.9111365,33.3492007
poi_358844588,poi,0.0,-117.3047538,33.1708392
poi_358844592,poi,4.513653802753329e-05,-117.2528135,33.1703156
poi_358844594,poi,4.513653802753329e-05,-117.2569498,33.1739568
poi_358844604,poi,0.00022568269013766644,-117.378094,33.1953141
poi_358844615,poi,9.027307605506658e-05,-117.3850391,33.2130913
poi_358844619,poi,0.0,-117.2939257,33.1964256
poi_358844625,poi,0.0,-117.2778139,33.2417018
poi_358844626,poi,0.0,-117.2822585,33.2422573
poi_358844641,poi,0.0,-117.2847588,33.1897591
poi_358844648,poi,9.027307605506658e-05,-117.3611496,33.2083693
poi_358844665,poi,4.513653802753329e-05,-117.3289266,33.1919811
poi_358844674,poi,9.027307605506658e-05,-117.3222596,33.2328131
poi_358844680,poi,4.513653802753329e-05,-117.3425382,33.1569822
poi_358844699,poi,9.027307605506658e-05,-117.1628114,33.145039
poi_358844705,poi,0.0,-117.1585055,33.180109
poi_358844713,poi,0.0,-117.3572354,33.1773759
poi_358844733,poi,0.0,-117.1799048,33.155165
poi_358844736,poi,0.0,-117.0466974,33.1617054
poi_358844747,poi,0.0,-117.2205905,33.1725378
poi_358844748,poi,0.0,-117.0369751,33.1436505
poi_358844750,poi,4.513653802753329e-05,-117.0494755,33.1314287
poi_358844751,poi,0.0,-117.175034,33.1533719
poi_358844817,poi,0.0,-117.2372575,33.2117031
poi_358844819,poi,0.0,-117.2467023,33.1611492
poi_358844831,poi,4.513653802753329e-05,-117.2194792,33.222536
poi_358844838,poi,0.0,-117.232279,33.0917843
poi_358844840,poi,4.513653802753329e-05,-117.2467021,33.2080921
poi_358844848,poi,0.0,-117.2883704,33.0753187
poi_358844859,poi,0.0,-117.1164219,33.0772637
poi_358844875,poi,0.0,-117.2534997,33.0561364
poi_358844879,poi,4.513653802753329e-05,-116.9340985,33.2165548
poi_358844882,poi,0.0,-117.2422581,33.0894851
poi_358844884,poi,0.0,-117.2433955,33.0799732
poi_358844895,poi,0.0,-117.258658,33.0177726
poi_358844896,poi,0.0,-117.240137,33.0723301
poi_358844902,poi,0.0,-117.265619,33.0450663
poi_358844906,poi,4.513653802753329e-05,-117.2194792,33.222536
poi_358844914,poi,4.513653802753329e-05,-117.206702,33.0211544
poi_358844922,poi,4.513653802753329e-05,-117.2050353,33.0200433
poi_358844928,poi,0.00013540961408259986,-117.0225296,33.2375361
poi_358844930,poi,0.0,-117.2789286,33.0436058
poi_358844931,poi,0.00018054615211013315,-117.27417,33.0133051
poi_358844933,poi,0.0,-116.3288545,33.1938923
poi_358844935,poi,4.513653802753329e-05,-117.2411464,33.2211471
poi_358844951,poi,4.513653802753329e-05,-117.0222519,33.235314
poi_358844952,poi,0.0,-117.0245191,33.2321462
poi_358844953,poi,0.0,-117.0216962,33.2408693
poi_358844955,poi,0.0,-117.2317018,33.1917038
poi_358844956,poi,0.000315955766192733,-117.0778103,33.0175438
poi_358844973,poi,0.0,-116.7922465,33.0083795
poi_358844980,poi,0.00018054615211013315,-116.6016859,33.0758775
poi_358844982,poi,4.513653802753329e-05,-116.5949599,33.078565
poi_358844984,poi,9.027307605506658e-05,-116.598001,33.076208
poi_358844990,poi,0.0,-116.7814128,33.0200459
poi_358845044,poi,0.000315955766192733,-117.1414983,32.9131484
poi_358845057,poi,0.0,-117.2183534,32.9630523
poi_358845061,poi,0.0,-116.5825187,33.1103208
poi_358845066,poi,9.027307605506658e-05,-117.2614777,32.9933429
poi_358845070,poi,9.027307605506658e-05,-117.2708958,32.9958714
poi_358845109,poi,0.0,-117.2503143,32.9294899
poi_358845112,poi,0.0,-117.1189218,32.9075467
poi_358845115,poi,0.0,-116.9575918,33.0324229
poi_358845118,poi,0.0,-117.2704798,32.9770021
poi_358845119,poi,0.0,-117.2730925,32.9853219
poi_358845122,poi,0.00022568269013766644,-117.0356367,32.9789533
poi_358845135,poi,0.0,-116.948084,33.0872642
poi_358845146,poi,0.00022568269013766644,-117.272823,32.9900479
poi_358845150,poi,0.0,-117.2372609,32.9811611
poi_358845162,poi,0.0,-117.0930876,32.8975471
poi_358845172,poi,0.0,-117.1197551,32.8994913
poi_358845177,poi,0.0,-116.868637,32.9211593
poi_358845179,poi,0.0,-116.5423706,32.9943695
poi_358845189,poi,9.027307605506658e-05,-117.2446025,32.791841
poi_358845191,poi,0.0004965019183028661,-117.2489925,32.78387
poi_358845193,poi,0.0005867749943579328,-117.2491395,32.7835507
poi_358845194,poi,4.513653802753329e-05,-117.2525249,32.7602507
poi_358845211,poi,0.0004513653802753329,-117.272453,32.8473808
poi_358845215,poi,4.513653802753329e-05,-117.2568032,32.858106
poi_358845221,poi,0.0,-117.2208691,32.8014376
poi_358845225,poi,0.0008124576844955991,-117.2444811,32.7981042
poi_358845230,poi,0.00027081922816519973,-117.279482,32.847825
poi_358845239,poi,0.0,-117.1133667,32.9900446
poi_358845248,poi,0.0,-117.2005906,32.8064376
poi_358845257,poi,0.0,-117.0758659,32.9922668
poi_358845273,poi,4.513653802753329e-05,-117.055952,32.9968221
poi_358845279,poi,0.0,-117.0611434,32.9981001
poi_358845290,poi,0.001579778830963665,-117.196146,32.7533834
poi_358845293,poi,0.0,-116.9805847,32.9192138
poi_358845301,poi,0.0,-116.8984527,32.8784803
poi_358845303,poi,0.0,-116.8878041,32.9172703
poi_358845351,poi,4.513653802753329e-05,-117.1669784,32.8200486
poi_358845473,poi,0.0,-117.1058649,32.7775501
poi_358845510,poi,0.0004965019183028661,-117.1003088,32.7508842
poi_358845521,poi,0.0004965019183028661,-117.1005867,32.7508842
poi_358845625,poi,0.0,-117.0139695,32.844189
poi_358845666,poi,0.0,-117.0155836,32.7697732
poi_358845682,poi,4.513653802753329e-05,-117.0216953,32.7983835
poi_358845685,poi,4.513653802753329e-05,-117.1330882,32.8056048
poi_358845702,poi,0.0,-116.966619,32.7922934
poi_358845709,poi,0.00018054615211013315,-116.9316935,32.8564384
poi_358845710,poi,0.0004513653802753329,-116.9250267,32.8564384
poi_358845712,poi,0.0,-116.9461382,32.8389387
poi_358845715,poi,0.0,-116.9325268,32.8472719
poi_358845719,poi,0.0,-116.9544235,32.8418367
poi_358845722,poi,0.0,-117.1472554,32.7903273
poi_358845726,poi,4.513653802753329e-05,-116.9361375,32.8094952
poi_358845750,poi,0.0,-116.8833586,32.8419949
poi_358845751,poi,0.0004965019183028661,-117.1311439,32.8306042
poi_358845755,poi,0.0,-116.9203029,32.7528305
poi_358845789,poi,0.0,-116.9803054,32.81755
poi_358845790,poi,0.0,-116.9678051,32.8194945
poi_358845792,poi,0.0,-116.9844712,32.7508852
poi_358845793,poi,0.0,-116.9978191,32.8649473
poi_358845796,poi,0.0,-116.9945776,32.813058
poi_358845798,poi,4.513653802753329e-05,-116.9816949,32.8528268
poi_358845804,poi,4.513653802753329e-05,-116.9753052,32.8139391
poi_358845805,poi,0.0,-116.9619721,32.8525492
poi_358845811,poi,0.0,-116.9744724,32.8500492
poi_358845828,poi,4.513653802753329e-05,-116.9816949,32.8533823
poi_358845829,poi,4.513653802753329e-05,-116.9825282,32.8486602
poi_358845843,poi,0.0,-117.1803113,32.6939407
poi_358845844,poi,9.027307605506658e-05,-116.6136303,32.8589396
poi_358845846,poi,0.00013540961408259986,-116.615811,32.8534289
poi_358845862,poi,0.0,-116.5261285,32.8203291
poi_358845879,poi,0.0,-116.7811335,32.8347741
poi_358845883,poi,0.00018054615211013315,-116.774231,32.8385945
poi_358845888,poi,4.513653802753329e-05,-116.8661355,32.8053296
poi_358845893,poi,4.513653802753329e-05,-116.8157958,32.8332037
poi_358845894,poi,0.0,-116.9716945,32.8453271
poi_358845902,poi,4.513653802753329e-05,-116.8164122,32.8322738
poi_358845904,poi,0.0,-116.8664133,32.8019963
poi_358845923,poi,0.0004513653802753329,-117.138237,32.7387233
